	source	interaction	target
4311	MEA1	interacts with	SWI5
4312	MEA1	interacts with	THAP7
4313	MEA1	interacts with	CBX5
4314	MEA1	interacts with	KIF22
4315	MEA1	interacts with	AGPAT1
4316	MEA1	interacts with	KLHDC3
4317	MEA1	interacts with	CTNNBL1
4318	MEA1	interacts with	MRPL14
4319	THOC6	interacts with	SNU13
4320	THOC6	interacts with	UTRN
4321	THOC6	interacts with	DNAJC17
4322	THOC6	interacts with	SNRPC
4323	THOC6	interacts with	FUS
4324	THOC6	interacts with	KLHDC3
4325	THOC6	interacts with	GTF3C1
4326	THOC6	interacts with	THAP7
4327	THOC6	interacts with	KIF22
4328	THOC6	interacts with	CTNNBL1
4329	TIMM17A	interacts with	MAP2K1
4330	TIMM17A	interacts with	SUMO1
4331	TIMM17A	interacts with	HMGCR
4332	TIMM17A	interacts with	MRPL2
4333	TIMM17A	interacts with	TIMM10B
4334	SNRPC	interacts with	SPCS1
4335	SNRPC	interacts with	NDUFS3
4336	SNRPC	interacts with	THY1
4337	SNRPC	interacts with	HIST1H3C
4338	SNRPC	interacts with	HNRNPA3
4339	SNRPC	interacts with	OIP5
4340	SNRPC	interacts with	H2AFY
4341	SNRPC	interacts with	GTF3C2
4342	SNRPC	interacts with	FUS
4343	SNRPC	interacts with	KIF22
4344	SNRPC	interacts with	JMJD7
4345	SNRPC	interacts with	CENPF
4346	SNRPC	interacts with	MRPL2
4347	SNRPC	interacts with	CTNNBL1
4348	SNRPC	interacts with	MRPL14
4349	SNRPC	interacts with	ELAVL2
4350	FUS	interacts with	SUMO1
4351	FUS	interacts with	CANX
4352	FUS	interacts with	MAPK1
4353	FUS	interacts with	STX4
4354	FUS	interacts with	RPL4
4355	FUS	interacts with	TMEM214
4356	FUS	interacts with	NDUFS3
4357	FUS	interacts with	ABL1
4358	FUS	interacts with	EIF3A
4359	FUS	interacts with	EXOSC10
4360	FUS	interacts with	HIST1H4E
4361	FUS	interacts with	XRCC5
4362	FUS	interacts with	ELAVL2
4363	FUS	interacts with	NCOA5
4364	FUS	interacts with	SPG7
4365	FUS	interacts with	NSD2
4366	FUS	interacts with	CTNNBL1
4367	FUS	interacts with	PRPH
4368	FUS	interacts with	GTF3C1
4369	FUS	interacts with	PLEC
4370	FUS	interacts with	LDB2
4371	FUS	interacts with	SUGP2
4372	FUS	interacts with	KIF22
4373	FUS	interacts with	HCFC1
4374	TRIT1	interacts with	DNAJA3
4375	TRIT1	interacts with	EXOSC10
4376	TRIT1	interacts with	POLR3F
4377	TRIT1	interacts with	GTF3C2
4378	CDAN1	interacts with	HIST1H3A
4379	THAP7	interacts with	ZNF263
4380	THAP7	interacts with	VPS4A
4381	THAP7	interacts with	HIST1H4E
4382	THAP7	interacts with	GTF3C1
4383	THAP7	interacts with	MRPL2
4384	THAP7	interacts with	HCFC1
4385	THAP7	interacts with	HIST1H3A
4386	THAP7	interacts with	THAP4
4387	SPNS1	interacts with	MAPK1
4388	SPNS1	interacts with	SNN
4389	SPNS1	interacts with	TAF1
4390	SPNS1	interacts with	NCOA3
4391	SPNS1	interacts with	YWHAB
4392	SPNS1	interacts with	PRKCA
4393	SPNS1	interacts with	AKT3
4394	SPNS1	interacts with	HIST1H3C
4395	SPNS1	interacts with	UTRN
4396	SPNS1	interacts with	SPTBN1
4397	SPNS1	interacts with	PIK3R1
4398	SPNS1	interacts with	TIAM1
4399	SPNS1	interacts with	CDIPT
4400	SPNS1	interacts with	CRKL
4401	SPNS1	interacts with	BCL2
4402	SPNS1	interacts with	KLHDC3
4403	SPNS1	interacts with	CDAN1
4404	SPNS1	interacts with	DMD
4405	SPNS1	interacts with	DOCK2
4406	THAP11	interacts with	MAP2K1
4407	THAP11	interacts with	RB1
4408	THAP11	interacts with	TSPAN5
4409	THAP11	interacts with	RRP8
4410	THAP11	interacts with	NFATC3
4411	THAP11	interacts with	TBCC
4412	THAP11	interacts with	SNRPC
4413	THAP11	interacts with	OIP5
4414	THAP11	interacts with	H2AFY
4415	THAP11	interacts with	HCFC1
4416	THAP11	interacts with	SEPHS2
4417	THAP11	interacts with	THAP7
4418	THAP11	interacts with	THAP4
4419	THAP11	interacts with	THAP3
4420	THAP11	interacts with	THAP2
4421	GPR152	interacts with	GPR139
4422	GYPC	interacts with	PLCB2
4423	GYPC	interacts with	MAN2B1
4424	GYPC	interacts with	CSPG4
4425	GYPC	interacts with	EFEMP2
4426	GYPC	interacts with	SDC1
4427	GYPC	interacts with	THY1
4428	GYPC	interacts with	BCL2
4429	GYPC	interacts with	MOGAT3
4430	GYPC	interacts with	DOCK2
4431	VPS35L	interacts with	TAF1
4432	VPS35L	interacts with	CCDC22
4433	CCDC22	interacts with	OIP5
4434	MRPL14	interacts with	MRPL2
4435	MRPL14	interacts with	DYNLL2
4436	MRPL14	interacts with	THAP4
4437	MRPL14	interacts with	TRUB2
4438	SYT15	interacts with	SYT1
4439	SYT15	interacts with	SYT9
4440	KDM3A	interacts with	SP3
4441	KDM3A	interacts with	RNF103
4442	KDM3A	interacts with	KDM3B
4443	KDM3A	interacts with	NCOA3
4444	KDM3A	interacts with	PPFIA4
4445	KDM3A	interacts with	KDM8
4446	KDM3A	interacts with	NKTR
4447	KDM3A	interacts with	HELZ
4448	KDM3A	interacts with	XRCC5
4449	KDM3A	interacts with	FOXO1
4450	KDM3A	interacts with	LZTFL1
4451	KDM3A	interacts with	KDM5A
4452	KDM3A	interacts with	KDM6B
4453	KDM3A	interacts with	ANKZF1
4454	KDM3A	interacts with	VPS39
4455	KDM3A	interacts with	TBC1D15
4456	NES	interacts with	THY1
4457	SLC25A12	interacts with	SUMO1
4458	SLC25A12	interacts with	DNAJA3
4459	SLC25A12	interacts with	TIMM17A
4460	SLC25A12	interacts with	NDUFS3
4461	SLC25A12	interacts with	GTF3C2
4462	SLC25A12	interacts with	EIF3A
4463	SLC25A12	interacts with	AATK
4464	SLC25A12	interacts with	YWHAB
4465	SLC25A12	interacts with	NBR1
4466	SLC25A12	interacts with	TUBA4A
4467	SLC25A12	interacts with	NME5
4468	SLC25A12	interacts with	XRCC5
4469	SLC25A12	interacts with	CTNNBL1
4470	TBC1D15	interacts with	RAB5B
4471	TBC1D15	interacts with	C2CD5
4472	TBC1D15	interacts with	NBR1
4473	TBC1D15	interacts with	ADD3
4474	TBC1D15	interacts with	NCOA3
4475	TBC1D15	interacts with	UTRN
4476	TBC1D15	interacts with	NKTR
4477	TBC1D15	interacts with	KIF22
4478	TBC1D15	interacts with	KDM5A
4479	TBCC	interacts with	SUMO1
4480	TBCC	interacts with	GTF3C2
4481	TBCC	interacts with	SEPHS2
4482	SLC35E2B	interacts with	TRIM66
4483	CDIPT	interacts with	DTD1
4484	CDIPT	interacts with	LAMP1
4485	CDIPT	interacts with	PLCB2
4486	CDIPT	interacts with	ILK
4487	CDIPT	interacts with	VPS4A
4488	CDIPT	interacts with	NDUFS3
4489	CDIPT	interacts with	ZNF768
4490	CDIPT	interacts with	SPG7
4491	CDIPT	interacts with	GTF3C2
4492	CDIPT	interacts with	AC007192.1
4493	CDIPT	interacts with	SEPHS2
4494	CDIPT	interacts with	AGPAT1
4495	CDIPT	interacts with	TPGS1
4496	CDIPT	interacts with	PLCD4
4497	TIAM1	interacts with	RAP1A
4498	TIAM1	interacts with	KCTD3
4499	TIAM1	interacts with	NCOA3
4500	TIAM1	interacts with	CAMK2G
4501	TIAM1	interacts with	PRKCA
4502	TIAM1	interacts with	MAST3
4503	TIAM1	interacts with	DENND4C
4504	TIAM1	interacts with	NSD2
4505	TIAM1	interacts with	FAM53C
4506	TIAM1	interacts with	BCL2
4507	TIAM1	interacts with	LIN7C
4508	TIAM1	interacts with	DOCK3
4509	TIAM1	interacts with	KIF1C
4510	TIAM1	interacts with	BCL11B
4511	TIAM1	interacts with	RASGRF1
4512	TIAM1	interacts with	ARHGEF26
4513	MSI2	interacts with	A1CF
4514	MSI2	interacts with	RALYL
4515	MSI2	interacts with	AKT3
4516	MSI2	interacts with	HNRNPA3
4517	MSI2	interacts with	KLC1
4518	MSI2	interacts with	TIMM10B
4519	MSI2	interacts with	BBS2
4520	KLC1	interacts with	PRKAR1A
4521	KLC1	interacts with	MAPK1
4522	KLC1	interacts with	MAPK6
4523	KLC1	interacts with	UFSP2
4524	KLC1	interacts with	RAB11FIP2
4525	KLC1	interacts with	YWHAB
4526	KLC1	interacts with	ILK
4527	KLC1	interacts with	PNPLA6
4528	KLC1	interacts with	TUBA4A
4529	KLC1	interacts with	CAMK2G
4530	KLC1	interacts with	ZNF768
4531	KLC1	interacts with	PPP2R2A
4532	KLC1	interacts with	SNRPC
4533	KLC1	interacts with	AVL9
4534	KLC1	interacts with	NSD2
4535	KLC1	interacts with	KIF22
4536	KLC1	interacts with	KIF1C
4537	KLC1	interacts with	RABEP2
4538	KLC1	interacts with	NAPRT
4539	KLC1	interacts with	PPP2R2C
4540	KLC1	interacts with	BACE2
4541	KLC1	interacts with	DCHS1
4542	KLC1	interacts with	PLEC
4543	KIF1C	interacts with	KCTD3
4544	KIF1C	interacts with	MAST3
4545	KIF1C	interacts with	KIF22
4546	KIF1C	interacts with	DENND4C
4547	KIF1C	interacts with	FAM53C
4548	TSR2	interacts with	RRP8
4549	TSR2	interacts with	SNU13
4550	TSR2	interacts with	POLR3F
4551	TSR2	interacts with	FUS
4552	TSR2	interacts with	EHMT2
4553	TSR2	interacts with	PTRHD1
4554	TAF10	interacts with	HSP90AB1
4555	TAF10	interacts with	TAF1
4556	TAF10	interacts with	NCOA3
4557	TAF10	interacts with	ILK
4558	TAF10	interacts with	MAN2B1
4559	TAF10	interacts with	VPS4A
4560	TAF10	interacts with	MEA1
4561	TAF10	interacts with	HDLBP
4562	TAF10	interacts with	NDUFS3
4563	TAF10	interacts with	RPL28
4564	TAF10	interacts with	HIST1H3C
4565	TAF10	interacts with	TAF11
4566	TAF10	interacts with	TAF4
4567	TAF10	interacts with	MRPL2
4568	TAF10	interacts with	EHMT2
4569	TAF10	interacts with	AGPAT1
4570	TAF10	interacts with	ARHGEF18
4571	TAF10	interacts with	PPP1R14B
4572	TAF10	interacts with	THAP7
4573	RPL28	interacts with	SPCS1
4574	RPL28	interacts with	RRP8
4575	RPL28	interacts with	MAP2K5
4576	RPL28	interacts with	RPL4
4577	RPL28	interacts with	PPP2R2A
4578	RFT1	interacts with	TSPAN5
4579	SYTL2	interacts with	C2CD5
4580	SYTL2	interacts with	NRXN1
4581	SYTL2	interacts with	TFAP4
4582	SYTL2	interacts with	RAB27B
4583	SYTL2	interacts with	RIMS2
4584	SYTL2	interacts with	SYTL5
4585	SYTL2	interacts with	RASAL1
4586	SYTL2	interacts with	SYT16
4587	SYTL2	interacts with	PLCD4
4588	SYTL2	interacts with	ESYT3
4589	SYTL2	interacts with	SYT14
4590	NME5	interacts with	IQCK
4591	DOC2A	interacts with	CACNB1
4592	DOC2A	interacts with	SLIT3
4593	DOC2A	interacts with	SYT4
4594	DOC2A	interacts with	SYT6
4595	DOC2A	interacts with	GRIA3
4596	DOC2A	interacts with	SYT12
4597	SYT17	interacts with	GATA3
4598	SYT17	interacts with	DOC2A
4599	SYT17	interacts with	SYT1
4600	SYT17	interacts with	CLMN
4601	SYT17	interacts with	SYT2
4602	SYT17	interacts with	SYT4
4603	SYT17	interacts with	SYT6
4604	SYT17	interacts with	SYT7
4605	SYT17	interacts with	ANGEL1
4606	SYT17	interacts with	SYT12
4607	INPP4B	interacts with	TSPAN5
4608	INPP4B	interacts with	GATA3
4609	INPP4B	interacts with	PIK3R1
4610	INPP4B	interacts with	SYT1
4611	INPP4B	interacts with	SYT16
4612	INPP4B	interacts with	SYT2
4613	INPP4B	interacts with	AC007192.1
4614	RIMS4	interacts with	DOC2A
4615	RIMS4	interacts with	CADPS
4616	RIMS4	interacts with	SYT7
4617	PDILT	interacts with	CANX
4618	PDILT	interacts with	BEST3
4619	ARHGAP11B	interacts with	NCOA3
4620	ARHGAP11B	interacts with	ABR
4621	ARHGAP11B	interacts with	ARHGEF26
4622	ABR	interacts with	LAMP1
4623	ABR	interacts with	NCOA3
4624	ABR	interacts with	ILK
4625	ABR	interacts with	MAN2B1
4626	ABR	interacts with	ABL1
4627	ABR	interacts with	MAST3
4628	ABR	interacts with	SPG7
4629	ABR	interacts with	TIAM1
4630	ABR	interacts with	TRIO
4631	ABR	interacts with	GMIP
4632	ABR	interacts with	ARHGEF18
4633	ABR	interacts with	SULT1A1
4634	ABR	interacts with	ARHGEF26
4635	ARHGEF26	interacts with	NCOA3
4636	ARHGEF26	interacts with	LIN7C
4637	HPX	interacts with	GCLC
4638	HPX	interacts with	VIPR1
4639	HPX	interacts with	NCOA3
4640	HPX	interacts with	SLC6A7
4641	HPX	interacts with	MMP11
4642	HPX	interacts with	A1CF
4643	HPX	interacts with	STK4
4644	HPX	interacts with	SPNS1
4645	HPX	interacts with	KRT75
4646	HPX	interacts with	TIAM1
4647	HPX	interacts with	DMD
4648	HPX	interacts with	ASIC2
4649	HPX	interacts with	MMP24
4650	HPX	interacts with	MMP16
4651	MMP11	interacts with	SLC6A7
4652	MMP11	interacts with	MMP24
4653	MMP11	interacts with	LGR5
4654	MMP11	interacts with	BCL2
4655	MMP11	interacts with	TULP1
4656	MMP11	interacts with	THY1
4657	MMP11	interacts with	DAPK2
4658	KRT75	interacts with	CSPG4
4659	KRT75	interacts with	OIP5
4660	KRT75	interacts with	GP2
4661	KRT75	interacts with	LMTK2
4662	KRT75	interacts with	PRPH
4663	KRT75	interacts with	LMO1
4664	KRT75	interacts with	PLEC
4665	KRT75	interacts with	MMP24
4666	MMP16	interacts with	SLC6A7
4667	MMP16	interacts with	MMP11
4668	MMP16	interacts with	SLIT3
4669	MMP16	interacts with	ELAVL2
4670	MMP16	interacts with	NRXN1
4671	MMP16	interacts with	ASIC2
4672	MMP16	interacts with	MMP24
4673	MMP16	interacts with	NOVA1
4674	EBF3	interacts with	TAF1
4675	EBF3	interacts with	HELZ
4676	EBF3	interacts with	CPNE4
4677	EBF3	interacts with	CDAN1
4678	STMN4	interacts with	SLC6A7
4679	STMN4	interacts with	NRXN1
4680	STMN4	interacts with	GRIA3
4681	STMN4	interacts with	RASGRF1
4682	STMN4	interacts with	TRIM66
4683	STMN4	interacts with	PRPH2
4684	STMN4	interacts with	CADPS
4685	STMN4	interacts with	RASAL1
4686	TUBA4B	interacts with	TBCC
4687	TUBA4B	interacts with	TBCD
4688	DNAJC17	interacts with	RPL4
4689	DNAJC17	interacts with	RALYL
4690	DNAJC17	interacts with	FUS
4691	DNAJC17	interacts with	DNAJC4
4692	DNAJC17	interacts with	HYOU1
4693	DNAJC17	interacts with	DNAJC28
4694	KLHDC3	interacts with	RAB5B
4695	KLHDC3	interacts with	GTF3C1
4696	KLHDC3	interacts with	MRPL2
4697	KLHDC3	interacts with	KIF22
4698	KLHDC3	interacts with	AGPAT1
4699	KLHDC3	interacts with	DAG1
4700	ST3GAL2	interacts with	CANX
4701	ST3GAL2	interacts with	MMP11
4702	ST3GAL2	interacts with	CHST7
4703	ST3GAL2	interacts with	NDST1
4704	SSR4	interacts with	SPCS1
4705	SSR4	interacts with	CANX
4706	SSR4	interacts with	PTCH2
4707	SSR4	interacts with	ILK
4708	SSR4	interacts with	VPS4A
4709	SSR4	interacts with	RPL4
4710	SSR4	interacts with	NDUFS3
4711	SSR4	interacts with	RPL39L
4712	SSR4	interacts with	HYOU1
4713	SSR4	interacts with	CLN3
4714	SSR4	interacts with	RPL28
4715	HNRNPCL2	interacts with	RALYL
4716	HNRNPCL2	interacts with	HIST1H4E
4717	HNRNPCL2	interacts with	HNRNPA3
4718	HNRNPCL2	interacts with	H2AFY
4719	HNRNPCL2	interacts with	DNHD1
4720	DNHD1	interacts with	RALYL
4721	DNHD1	interacts with	HIST1H4E
4722	DNHD1	interacts with	SKOR1
4723	DNHD1	interacts with	H2AFY
4724	DNHD1	interacts with	STX16-NPEPL1
4725	DNHD1	interacts with	DNAH17
4726	PTPRD	interacts with	NCOA3
4727	PTPRD	interacts with	LGR5
4728	PTPRD	interacts with	INSR
4729	PTPRD	interacts with	NRXN1
4730	PTPRD	interacts with	RIT2
4731	PTPRD	interacts with	NOVA1
4732	PTPRD	interacts with	SPTBN5
4733	PTPRD	interacts with	TYRO3
4734	PTPRD	interacts with	PPFIA4
4735	PTPRD	interacts with	SLIT3
4736	PTPRD	interacts with	BNC2
4737	PTPRD	interacts with	TRIO
4738	PTPRD	interacts with	NLGN1
4739	PTPRD	interacts with	ZBTB20
4740	PTPRD	interacts with	EPHB2
4741	PTPRD	interacts with	RALYL
4742	PTPRD	interacts with	RPL28
4743	PTPRD	interacts with	NRCAM
4744	PTPRD	interacts with	STMN4
4745	PTPRD	interacts with	SPOCK1
4746	PTPRD	interacts with	ABL1
4747	IFT22	interacts with	DYNLL2
4748	IFT22	interacts with	NME5
4749	IFT22	interacts with	IQCK
4750	PRPH	interacts with	NES
4751	PRPH	interacts with	CACNB1
4752	PRPH	interacts with	A1CF
4753	PRPH	interacts with	RALYL
4754	PRPH	interacts with	SLIT3
4755	PRPH	interacts with	NRXN1
4756	PRPH	interacts with	RASGRF1
4757	PRPH	interacts with	BCL2
4758	PRPH	interacts with	ASIC2
4759	PRPH	interacts with	CT55
4760	PRPH	interacts with	PRPH2
4761	PRPH	interacts with	MMP16
4762	RASGRF1	interacts with	CACNA1C
4763	RASGRF1	interacts with	CACNB1
4764	RASGRF1	interacts with	CAMK2G
4765	RASGRF1	interacts with	ELAVL2
4766	RASGRF1	interacts with	RASAL1
4767	PLEKHA7	interacts with	KCTD3
4768	PLEKHA7	interacts with	AGAP1
4769	PLEKHA7	interacts with	YWHAB
4770	PLEKHA7	interacts with	MAST3
4771	PLEKHA7	interacts with	TIAM1
4772	PLEKHA7	interacts with	DENND1A
4773	PLEKHA7	interacts with	DENND4C
4774	PLEKHA7	interacts with	KIF13B
4775	PLEKHA7	interacts with	SH3PXD2A
4776	PLEKHA7	interacts with	FAM53C
4777	PLEKHA7	interacts with	VPS33B
4778	KCTD3	interacts with	SUMO1
4779	KCTD3	interacts with	DENND4C
4780	KCTD3	interacts with	FAM53C
4781	KCTD3	interacts with	LIN7C
4782	MAST3	interacts with	KCTD3
4783	MAST3	interacts with	DENND4C
4784	MAST3	interacts with	FAM53C
4785	MAST3	interacts with	ARHGEF18
4786	MAST3	interacts with	GMIP
4787	MAST3	interacts with	GTF3C1
4788	DENND1A	interacts with	SH3BP4
4789	DENND1A	interacts with	KCTD3
4790	DENND1A	interacts with	YWHAB
4791	DENND1A	interacts with	MAST3
4792	DENND1A	interacts with	TIAM1
4793	DENND1A	interacts with	KIF1C
4794	DENND1A	interacts with	DENND4C
4795	DENND1A	interacts with	FAM53C
4796	DENND1A	interacts with	CRB2
4797	DENND1A	interacts with	NAV1
4798	DENND1A	interacts with	KIF13B
4799	DENND4C	interacts with	NBR1
4800	DENND4C	interacts with	FAM53C
4801	KIF13B	interacts with	SH3BP4
4802	KIF13B	interacts with	RAB5B
4803	KIF13B	interacts with	KCTD3
4804	KIF13B	interacts with	C2CD5
4805	KIF13B	interacts with	LAMP1
4806	KIF13B	interacts with	MAST3
4807	KIF13B	interacts with	UTRN
4808	KIF13B	interacts with	TIAM1
4809	KIF13B	interacts with	KIF22
4810	KIF13B	interacts with	KIF1C
4811	KIF13B	interacts with	BCL11B
4812	KIF13B	interacts with	CLMN
4813	KIF13B	interacts with	DENND4C
4814	KIF13B	interacts with	FAM53C
4815	KIF13B	interacts with	KIF12
4816	KIF13B	interacts with	NAV1
4817	SH3PXD2A	interacts with	MAP2K1
4818	SH3PXD2A	interacts with	SH3BP4
4819	SH3PXD2A	interacts with	KCTD3
4820	SH3PXD2A	interacts with	RAB11FIP2
4821	SH3PXD2A	interacts with	YWHAB
4822	SH3PXD2A	interacts with	EFEMP2
4823	SH3PXD2A	interacts with	BNC2
4824	SH3PXD2A	interacts with	MAST3
4825	SH3PXD2A	interacts with	TIAM1
4826	SH3PXD2A	interacts with	KIF1C
4827	SH3PXD2A	interacts with	DENND1A
4828	SH3PXD2A	interacts with	BAIAP2
4829	SH3PXD2A	interacts with	DENND4C
4830	SH3PXD2A	interacts with	KIF13B
4831	SH3PXD2A	interacts with	FAM53C
4832	SH3PXD2A	interacts with	NAV1
4833	RPL39L	interacts with	SPCS1
4834	RPL39L	interacts with	RPL4
4835	RPL39L	interacts with	PPP2R2A
4836	RPL39L	interacts with	OIP5
4837	RPL39L	interacts with	RSRC1
4838	RPL39L	interacts with	KIF22
4839	MTMR9	interacts with	RAB11FIP2
4840	MTMR9	interacts with	NYX
4841	MTMR9	interacts with	PLCB2
4842	MTMR9	interacts with	A1CF
4843	MTMR9	interacts with	AKT3
4844	MTMR9	interacts with	ZBTB20
4845	MTMR9	interacts with	HS3ST2
4846	MTMR9	interacts with	CDIPT
4847	MTMR9	interacts with	PPP1R14D
4848	MTMR9	interacts with	INPP4B
4849	MTMR9	interacts with	PLCD4
4850	NSUN3	interacts with	RRP8
4851	NSUN3	interacts with	TYRO3
4852	PPP2R3A	interacts with	CACNA1C
4853	PPP2R3A	interacts with	CACNB1
4854	PPP2R3A	interacts with	PPP2R2A
4855	PPP2R3A	interacts with	RAPSN
4856	PITPNM2	interacts with	PRKCA
4857	OR4X1	interacts with	MRGPRD
4858	OR4X1	interacts with	GPR139
4859	MRGPRD	interacts with	OR8S1
4860	MRGPRD	interacts with	OR2A1
4861	MRGPRD	interacts with	OR5A2
4862	MRGPRD	interacts with	GPR139
4863	MRGPRD	interacts with	OR2W3
4864	MRGPRD	interacts with	OR2A4
4865	MRGPRD	interacts with	OR6Y1
4866	MRGPRD	interacts with	OR6B3
4867	KDM5D	interacts with	KDM3B
4868	KDM5D	interacts with	KDM3A
4869	KDM5D	interacts with	PPP2R2A
4870	KDM5D	interacts with	HIST1H3C
4871	KDM5D	interacts with	TRIM66
4872	KDM5D	interacts with	DOCK2
4873	KDM5D	interacts with	JMJD7
4874	KDM5D	interacts with	KDM8
4875	KDM5D	interacts with	PPP2R2C
4876	KDM5D	interacts with	KDM6B
4877	JMJD8	interacts with	KDM8
4878	JMJD8	interacts with	JMJD7
4879	JMJD8	interacts with	KDM6B
4880	KDM8	interacts with	KDM5A
4881	KDM8	interacts with	JMJD7
4882	PHF2	interacts with	KDM3B
4883	PHF2	interacts with	KDM3A
4884	PHF2	interacts with	HIST1H3C
4885	PHF2	interacts with	KDM5A
4886	PHF2	interacts with	TAF4
4887	PHF2	interacts with	KDM5D
4888	PHF2	interacts with	H2AFY
4889	PHF2	interacts with	KDM8
4890	PHF2	interacts with	JMJD8
4891	PHF2	interacts with	JMJD7
4892	PHF2	interacts with	KDM6B
4893	NEK11	interacts with	GARS
4894	NEK11	interacts with	MYO5C
4895	NEK11	interacts with	TRIM66
4896	NEK11	interacts with	NME5
4897	NEK11	interacts with	CCDC40
4898	NEK11	interacts with	IQCK
4899	SEZ6L	interacts with	SLC6A7
4900	SEZ6L	interacts with	MMP11
4901	SEZ6L	interacts with	NCAN
4902	SEZ6L	interacts with	RALYL
4903	SEZ6L	interacts with	ELAVL2
4904	SEZ6L	interacts with	PCSK2
4905	SEZ6L	interacts with	DOC2A
4906	SEZ6L	interacts with	RPH3A
4907	SEZ6L	interacts with	SYT1
4908	SEZ6L	interacts with	GRIA3
4909	SEZ6L	interacts with	HS3ST2
4910	SEZ6L	interacts with	RASGRF1
4911	SEZ6L	interacts with	CPNE6
4912	SEZ6L	interacts with	ASIC2
4913	SEZ6L	interacts with	PRPH
4914	SEZ6L	interacts with	ELAVL4
4915	SEZ6L	interacts with	DNAH17
4916	SEZ6L	interacts with	NRCAM
4917	SEZ6L	interacts with	LSAMP
4918	SEZ6L	interacts with	STMN4
4919	SEZ6L	interacts with	CHGB
4920	SEZ6L	interacts with	CHST10
4921	SEZ6L	interacts with	MMP24
4922	SEZ6L	interacts with	CADPS
4923	SEZ6L	interacts with	CALY
4924	CHGB	interacts with	CADPS
4925	CHGB	interacts with	FAM20C
4926	CHGB	interacts with	CALY
4927	CALY	interacts with	PRKCA
4928	ZDHHC21	interacts with	TSPAN5
4929	ZDHHC21	interacts with	AKT3
4930	TPBG	interacts with	ZNF263
4931	TPBG	interacts with	RNF103
4932	TPBG	interacts with	STX4
4933	TPBG	interacts with	DUSP6
4934	TPBG	interacts with	PRKCA
4935	TPBG	interacts with	NRCAM
4936	TPBG	interacts with	TIAM1
4937	TPBG	interacts with	AKT3
4938	TPBG	interacts with	RCAN2
4939	TPBG	interacts with	SLIT3
4940	TPBG	interacts with	EPHB2
4941	TPBG	interacts with	PLEC
4942	AGTRAP	interacts with	DTD1
4943	AGTRAP	interacts with	STX4
4944	AGTRAP	interacts with	GTF3C1
4945	AGTRAP	interacts with	ZFYVE21
4946	AGTRAP	interacts with	THAP4
4947	AGTRAP	interacts with	SYT16
4948	AGTRAP	interacts with	RMDN2
4949	GDAP2	interacts with	H2AFY
4950	OR2A7	interacts with	MRGPRD
4951	OR2A7	interacts with	GPR139
4952	SLC16A6	interacts with	STK4
4953	SLC16A6	interacts with	ZNF768
4954	SLC16A6	interacts with	NKTR
4955	SLC16A6	interacts with	ERC1
4956	SLC16A6	interacts with	CASK
4957	AL136295.1	interacts with	AC002310.5
4958	GAS2	interacts with	PBLD
4959	DAG1	interacts with	CAMK2G
4960	DAG1	interacts with	UTRN
4961	DAG1	interacts with	AGPAT1
4962	CPXM1	interacts with	PCSK2
4963	OR2A4	interacts with	GPR139
4964	SH3BP4	interacts with	FAM53C
4965	CLMN	interacts with	ARHGEF26
4966	NAV1	interacts with	KCTD3
4967	NAV1	interacts with	MAST3
4968	NAV1	interacts with	DENND4C
4969	NAV1	interacts with	DDIT4L
4970	SPTBN5	interacts with	RAB5B
4971	SPTBN5	interacts with	SLIT3
4972	SPTBN5	interacts with	CAMK2G
4973	SPTBN5	interacts with	UTRN
4974	SPTBN5	interacts with	CRB2
4975	SPTBN5	interacts with	TYRO3
4976	SPTBN5	interacts with	ERC1
4977	SPTBN5	interacts with	DYNLL2
4978	SPTBN5	interacts with	RASGRF1
4979	SPTBN5	interacts with	NRCAM
4980	HNF4G	interacts with	MAPK1
4981	HNF4G	interacts with	NFATC3
4982	HNF4G	interacts with	PPP1R14D
4983	HNF4G	interacts with	MOGAT3
4984	HNF4G	interacts with	EMX2
4985	EMX2	interacts with	ZNF263
4986	EMX2	interacts with	SPDEF
4987	EMX2	interacts with	VSX1
4988	FAM177A1	interacts with	UFSP2
4989	FAM177A1	interacts with	SGCB
4990	SGCB	interacts with	UTRN
4991	SGCB	interacts with	DAG1
4992	ATXN7L3	interacts with	TAF4
4993	ATXN7L3	interacts with	TAF10
4994	LMTK2	interacts with	MAPK1
4995	LMTK2	interacts with	A1CF
4996	LMTK2	interacts with	LMTK3
4997	CDHR4	interacts with	DCHS1
4998	AC007192.1	interacts with	NCOA3
4999	AC007192.1	interacts with	YWHAB
5000	AC007192.1	interacts with	AKT3
5001	AC007192.1	interacts with	ABL1
5002	AC007192.1	interacts with	TIAM1
5003	AC007192.1	interacts with	CRKL
5004	AC007192.1	interacts with	PLCD4
5005	CLCN2	interacts with	SLC6A7
5006	SCUBE2	interacts with	SPDEF
5007	SCUBE2	interacts with	EFEMP2
5008	PTRHD1	interacts with	MRPL14
5009	DNAJC4	interacts with	SLC6A7
5010	DNAJC4	interacts with	MMP11
5011	DNAJC4	interacts with	DAPK2
5012	DNAJC4	interacts with	EPHB2
5013	DNAJC4	interacts with	MRPL2
5014	DNAJC4	interacts with	CHST8
5015	DNAJC4	interacts with	CCDC40
5016	ZNF629	interacts with	ZNF263
5017	ZNF629	interacts with	TAF1
5018	ZNF629	interacts with	ZNF768
5019	ZNF629	interacts with	EPHB2
