description	name	p_value	precision	recall	query_size	effective_domain_size	intersection_size	native	source	term_size	intersections	community
"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	cellular component organization	0.0035427208479945497	0.8125	0.0019516589100735625	16	18123	13	GO:0016043	GO:BP	6661	['VPS18', 'VPS39', 'TSNARE1', 'STX16-NPEPL1', 'STXBP5', 'TGFBRAP1', 'RBSN', 'VPS11', 'STX7', 'VPS33B', 'VPS33A', 'VPS8', 'VPS4A']	C888
"""Any process that stops, prevents, or reduces the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	negative regulation of intracellular steroid hormone receptor signaling pathway	0.004909674298273348	0.125	0.05263157894736842	16	18123	2	GO:0033144	GO:BP	38	['VPS18', 'VPS11']	C888
"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	cellular component organization or biogenesis	0.00493796495979219	0.8125	0.0018895348837209302	16	18123	13	GO:0071840	GO:BP	6880	['VPS18', 'VPS39', 'TSNARE1', 'STX16-NPEPL1', 'STXBP5', 'TGFBRAP1', 'RBSN', 'VPS11', 'STX7', 'VPS33B', 'VPS33A', 'VPS8', 'VPS4A']	C888
"""Any process that modulates the frequency, rate or extent of the activity of an intracellular estrogen receptor signaling pathway."" [GOC:mah]"	regulation of intracellular estrogen receptor signaling pathway	0.006061506307769858	0.125	0.046511627906976744	16	18123	2	GO:0033146	GO:BP	43	['VPS18', 'VPS11']	C888
"""Any process that modulates the frequency, rate or extent of exocytosis."" [GOC:go_curators]"	regulation of exocytosis	0.006886147396597153	0.1875	0.014423076923076924	16	18123	3	GO:0017157	GO:BP	208	['VPS18', 'STXBP5', 'VPS4A']	C888
"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a platelet alpha granule. A platelet alpha granule is a secretory organelle found in blood platelets."" [GOC:rph, PMID:16123220]"	platelet alpha granule organization	0.0077212494283410765	0.0625	1.0	16	18123	1	GO:0070889	GO:BP	1	['VPS33B']	C888
"""The process of an actomyosin ring getting smaller in diameter, in the context of cytokinesis that takes place as part of a cell cycle."" [GOC:clt, GOC:dph, GOC:mah, GOC:tb]"	actomyosin contractile ring contraction	0.0077212494283410765	0.0625	1.0	16	18123	1	GO:0000916	GO:BP	1	['VPS4A']	C888
"""The process of an actomyosin ring getting smaller in diameter."" [GOC:mah, GOC:vw]"	contractile ring contraction	0.0077212494283410765	0.0625	1.0	16	18123	1	GO:0036213	GO:BP	1	['VPS4A']	C888
"""The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]"	establishment of protein localization to organelle	0.008140130575508341	0.25	0.0076481835564053535	16	18123	4	GO:0072594	GO:BP	523	['MON1A', 'MON1B', 'VPS11', 'VPS4A']	C888
"""The deposition or aggregation of coloring matter in a cell."" [GOC:mtg_MIT_16mar07]"	cellular pigmentation	0.008297357985799737	0.125	0.03773584905660377	16	18123	2	GO:0033059	GO:BP	53	['VPS33B', 'VPS33A']	C888
"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]"	regulation of vesicle-mediated transport	0.009121807521253803	0.25	0.007352941176470588	16	18123	4	GO:0060627	GO:BP	544	['VPS18', 'STXBP5', 'VPS11', 'VPS4A']	C888
"""The directed movement of substances mediated by an endosome, a membrane-bounded organelle that carries materials enclosed in the lumen or located in the endosomal membrane."" [ISBN:0198506732]"	endosomal transport	0.00971193388397173	0.1875	0.012295081967213115	16	18123	3	GO:0016197	GO:BP	244	['VPS39', 'RBSN', 'VPS4A']	C888
"""Any series of molecular signals generated as a consequence of an intracellular estrogen receptor binding to one of its physiological ligands. The pathway begins with receptor-ligand binding, and ends with regulation of a downstream cellular process (e.g. transcription)."" [GOC:mah, GOC:signaling]"	intracellular estrogen receptor signaling pathway	0.010298418064605689	0.125	0.03278688524590164	16	18123	2	GO:0030520	GO:BP	61	['VPS18', 'VPS11']	C888
"""Any process that modulates the frequency, rate or extent of synaptic vesicle exocytosis."" [GOC:obol]"	regulation of synaptic vesicle exocytosis	0.010298418064605689	0.125	0.03278688524590164	16	18123	2	GO:2000300	GO:BP	61	['VPS18', 'STXBP5']	C888
"""The first phase of viral transcription that occurs after entry of the virus into the host cell, but prior to viral genome replication. It involves the transcription of genes for non-structural proteins, and for lytic viruses, the early gene products are involved in establishing control over the host cell."" [GOC:bf, GOC:jh2, GOC:jl]"	early viral transcription	0.013798944850909791	0.0625	0.5	16	18123	1	GO:0019085	GO:BP	2	['MON1B']	C888
"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lytic vacuole."" [PMID:20729380]"	lytic vacuole organization	0.01482037800157652	0.125	0.02666666666666667	16	18123	2	GO:0080171	GO:BP	75	['VPS18', 'VPS33A']	C888
"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lysosome. A lysosome is a cytoplasmic, membrane-bounded organelle that is found in most animal cells and that contains a variety of hydrolases."" [GOC:mah]"	lysosome organization	0.01482037800157652	0.125	0.02666666666666667	16	18123	2	GO:0007040	GO:BP	75	['VPS18', 'VPS33A']	C888
"""Any process in which a lysosome is transported to, and/or maintained in, a specific location."" [GOC:mah]"	lysosome localization	0.01618282783810584	0.125	0.02531645569620253	16	18123	2	GO:0032418	GO:BP	79	['VPS33B', 'VPS33A']	C888
"""Any process that activates or increases the frequency, rate or extent of viral budding via host ESCRT complex."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24878737]"	positive regulation of viral budding via host ESCRT complex	0.019179682232582013	0.0625	0.3333333333333333	16	18123	1	GO:1903774	GO:BP	3	['VPS4A']	C888
"""The autophagy process by which cytosolic proteins targeted for degradation are tagged with a chaperone and are directly transferred into and degraded in a late endosomal compartment."" [GOC:autophagy, GOC:dph, GOC:pad, GOC:PARL, PMID:21238931]"	late endosomal microautophagy	0.019179682232582013	0.0625	0.3333333333333333	16	18123	1	GO:0061738	GO:BP	3	['VPS4A']	C888
"""Any process that activates or increases the frequency, rate or extent of exocytosis."" [GOC:go_curators]"	positive regulation of exocytosis	0.019179682232582013	0.125	0.022727272727272728	16	18123	2	GO:0045921	GO:BP	88	['STXBP5', 'VPS4A']	C888
"""Any process that modulates the frequency, rate or extent of the regulated release of a neurotransmitter from a cell."" [GOC:ai]"	regulation of neurotransmitter secretion	0.02064358986025716	0.125	0.021739130434782608	16	18123	2	GO:0046928	GO:BP	92	['VPS18', 'STXBP5']	C888
"""The major inducible pathway for the general turnover of cytoplasmic constituents in eukaryotic cells, it is also responsible for the degradation of active cytoplasmic enzymes and organelles during nutrient starvation. Macroautophagy involves the formation of double-membrane-bounded autophagosomes which enclose the cytoplasmic constituent targeted for degradation in a membrane-bounded structure.  Autophagosomes then fuse with a lysosome (or vacuole) releasing single-membrane-bounded autophagic bodies that are then degraded within the lysosome (or vacuole). Some types of macroautophagy, e.g. pexophagy, mitophagy, involve selective targeting of the targets to be degraded."" [PMID:11099404, PMID:12914914, PMID:15798367, PMID:16973210, PMID:20159618, PMID:9412464]"	macroautophagy	0.02078904802046494	0.1875	0.008902077151335312	16	18123	3	GO:0016236	GO:BP	337	['VPS39', 'VPS33A', 'VPS4A']	C888
"""The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells."" [GOC:jl]"	pigmentation	0.022744474038365117	0.125	0.02040816326530612	16	18123	2	GO:0043473	GO:BP	98	['VPS33B', 'VPS33A']	C888
"""The transcription of the final group of viral genes of the viral life cycle, following middle transcription, or where middle transcription doesn't occur, following early transcription. Involves the transcription of genes encoding structural proteins."" [GOC:bf, GOC:jh2, GOC:jl]"	late viral transcription	0.023037387289315158	0.0625	0.25	16	18123	1	GO:0019086	GO:BP	4	['MON1B']	C888
"""A signaling process that contributes to a mitotic cell cycle checkpoint that detects a defect in cytokinesis and prevents further rounds of nuclear division until cytokinesis is completed."" [GOC:jl, GOC:mtg_cell_cycle, PMID:17538026]"	mitotic cytokinesis checkpoint signaling	0.023037387289315158	0.0625	0.25	16	18123	1	GO:0044878	GO:BP	4	['VPS4A']	C888
"""Any process that activates or increases the frequency, rate or extent of receptor localization to synapse."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:22252129]"	positive regulation of receptor localization to synapse	0.023037387289315158	0.0625	0.25	16	18123	1	GO:1902685	GO:BP	4	['STX7']	C888
"""Any process that modulates the frequency, rate or extent of viral budding via host ESCRT complex."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24878737]"	regulation of viral budding via host ESCRT complex	0.023037387289315158	0.0625	0.25	16	18123	1	GO:1903772	GO:BP	4	['VPS4A']	C888
"""Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	regulation of neurotransmitter transport	0.024863302992737937	0.125	0.018867924528301886	16	18123	2	GO:0051588	GO:BP	106	['VPS18', 'STXBP5']	C888
"""Any process that modulates the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"	regulation of protein localization to plasma membrane	0.025011231769630837	0.125	0.018691588785046728	16	18123	2	GO:1903076	GO:BP	107	['STX7', 'VPS4A']	C888
"""Fusion of intracellular membrane-bounded vesicles with the pre-synaptic membrane of the neuronal cell resulting in release of neurotransmitter into the synaptic cleft."" [GOC:jid, GOC:lmg]"	synaptic vesicle exocytosis	0.026542362083434006	0.125	0.018018018018018018	16	18123	2	GO:0016079	GO:BP	111	['VPS18', 'STXBP5']	C888
"""Any process that modulates the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	regulation of intracellular steroid hormone receptor signaling pathway	0.02729432136671895	0.125	0.017543859649122806	16	18123	2	GO:0033143	GO:BP	114	['VPS18', 'VPS11']	C888
"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide, via the multivesicular body (MVB) sorting pathway; proteins are sorted into MVBs, and delivered to a lysosome/vacuole for degradation.  This process is independent of ubiquitination."" [PMID:22547407]"	ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway	0.02729432136671895	0.0625	0.2	16	18123	1	GO:0090611	GO:BP	5	['VPS4A']	C888
"""The controlled shedding of a body part."" [ISBN:0140514031]"	abscission	0.03135255212806111	0.0625	0.16666666666666666	16	18123	1	GO:0009838	GO:BP	6	['VPS4A']	C888
"""A process which results in the assembly, arrangement of constituent parts, or disassembly of an actomyosin contractile ring."" [GOC:mtg_cell_cycle]"	actomyosin contractile ring organization	0.03135255212806111	0.0625	0.16666666666666666	16	18123	1	GO:0044837	GO:BP	6	['VPS4A']	C888
"""A protein depolymerization process that results in the disassembly of vesicle coat proteins."" [GOC:mah]"	vesicle uncoating	0.03135255212806111	0.0625	0.16666666666666666	16	18123	1	GO:0072319	GO:BP	6	['VPS4A']	C888
"""Any process that modulates the frequency, rate or extent of protein localization to cell periphery."" [GO_REF:0000058, GOC:TermGenie, PMID:18216290]"	regulation of protein localization to cell periphery	0.03264192767815646	0.125	0.015625	16	18123	2	GO:1904375	GO:BP	128	['STX7', 'VPS4A']	C888
"""Any process that stops, prevents, or reduces the frequency, rate or extent of the division of the cytoplasm of a cell, and its separation into two daughter cells."" [GOC:mah]"	negative regulation of cytokinesis	0.035741209918362236	0.0625	0.14285714285714285	16	18123	1	GO:0032466	GO:BP	7	['VPS4A']	C888
"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	regulation of protein localization	0.03874311165502227	0.25	0.0043859649122807015	16	18123	4	GO:0032880	GO:BP	912	['STXBP5', 'VPS11', 'STX7', 'VPS4A']	C888
"""The process in which autophagosomes, double-membraned vesicles containing cytoplasmic material, fuse with a vacuole (yeast) or lysosome (e.g. mammals and insects). In the case of yeast, inner membrane-bounded structures (autophagic bodies) appear in the vacuole. Fusion provides an acidic environment and digestive function to the interior of the autophagosome."" [PMID:28077293]"	autophagosome-lysosome fusion	0.03874311165502227	0.0625	0.125	16	18123	1	GO:0061909	GO:BP	8	['VPS39']	C888
"""Any process that modulates the frequency, rate or extent of protein complex assembly."" [GOC:jl]"	regulation of protein-containing complex assembly	0.03874311165502227	0.1875	0.006550218340611353	16	18123	3	GO:0043254	GO:BP	458	['VPS18', 'STXBP5', 'VPS11']	C888
"""Any process that modulates the frequency, rate or extent of synaptic vesicle priming. Synaptic vesicle priming is the formation of SNARE-containing complexes, bringing synaptic vesicle membrane and plasma membranes into close proximity and thereby facilitating membrane fusion."" [GOC:dph, GOC:kmv, GOC:tb, PMID:15489511]"	regulation of synaptic vesicle priming	0.03874311165502227	0.0625	0.125	16	18123	1	GO:0010807	GO:BP	8	['STXBP5']	C888
"""Any process that modulates the frequency, rate or extent of regulated secretory pathway."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:12526776]"	regulation of regulated secretory pathway	0.03874311165502227	0.125	0.013793103448275862	16	18123	2	GO:1903305	GO:BP	145	['VPS18', 'STXBP5']	C888
"""Any process that activates or increases the frequency, rate or extent of early endosome to late endosome transport."" [GOC:BHF]"	positive regulation of early endosome to late endosome transport	0.03874311165502227	0.0625	0.125	16	18123	1	GO:2000643	GO:BP	8	['VPS11']	C888
"""The hydroxylation of peptidyl-lysine to form peptidyl-hydroxylysine."" [GOC:ai]"	peptidyl-lysine hydroxylation	0.04108270616056354	0.0625	0.1111111111111111	16	18123	1	GO:0017185	GO:BP	9	['VPS33B']	C888
"""Any signal release from a synapse."" [GOC:dos]"	signal release from synapse	0.04108270616056354	0.125	0.012987012987012988	16	18123	2	GO:0099643	GO:BP	154	['VPS18', 'STXBP5']	C888
"""The regulated release of neurotransmitter from the presynapse into the synaptic cleft via calcium-regulated exocytosis during synaptic transmission."" [GOC:dph]"	neurotransmitter secretion	0.04108270616056354	0.125	0.012987012987012988	16	18123	2	GO:0007269	GO:BP	154	['VPS18', 'STXBP5']	C888
"""The directed movement of substances from late endosome to lysosome."" [GO_REF:0000076, GOC:TermGenie, PMID:23949442]"	late endosome to lysosome transport	0.04108270616056354	0.0625	0.1111111111111111	16	18123	1	GO:1902774	GO:BP	9	['VPS39']	C888
"""The directed movement of substances from early endosomes to the Golgi."" [GOC:rb]"	early endosome to Golgi transport	0.04108270616056354	0.0625	0.1111111111111111	16	18123	1	GO:0034498	GO:BP	9	['RBSN']	C888
"""A series of molecular signals generated as a consequence of a intracellular steroid hormone receptor binding to one of its physiological ligands."" [GOC:mah, GOC:signaling]"	intracellular steroid hormone receptor signaling pathway	0.04118651234419133	0.125	0.012903225806451613	16	18123	2	GO:0030518	GO:BP	155	['VPS18', 'VPS11']	C888
"""The disaggregation of an ESCRT complex into its constituent components."" [GO_REF:0000079, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:21118109]"	ESCRT complex disassembly	0.04406411475734313	0.0625	0.1	16	18123	1	GO:1904896	GO:BP	10	['VPS4A']	C888
"""The disaggregation of an ESCRT III complex into its constituent components."" [GO_REF:0000079, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20588296]"	ESCRT III complex disassembly	0.04406411475734313	0.0625	0.1	16	18123	1	GO:1904903	GO:BP	10	['VPS4A']	C888
"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	protein localization to organelle	0.04454083437592398	0.25	0.004106776180698152	16	18123	4	GO:0033365	GO:BP	974	['MON1A', 'MON1B', 'VPS11', 'VPS4A']	C888
"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	regulation of cellular component biogenesis	0.0464081089693724	0.25	0.004036326942482341	16	18123	4	GO:0044087	GO:BP	991	['VPS18', 'STXBP5', 'VPS11', 'VPS4A']	C888
